review_text,rating,len_char,len_word,tokens_clean,clean_text
Nvm it's all good i switched my phone😌,5,38,8,"['nvm', 'good', 'switch', 'phone']",nvm good switch phone
"you want the worst mini games without impossible difficult content for all those units you spent on? I finally quit this. I had to step back and think, and oh boy did this game rob me of my time like no other. maybe the whole combat system can be implemented properly in a different game lol",1,291,56,"['want', 'bad', 'mini', 'without', 'impossible', 'difficult', 'unit', 'spend', 'finally', 'quit', 'step', 'back', 'think', 'oh', 'boy', 'rob', 'like', 'no', 'maybe', 'whole', 'combat', 'system', 'implement', 'properly', 'different', 'lol']",want bad mini without impossible difficult unit spend finally quit step back think oh boy rob like no maybe whole combat system implement properly different lol
"Voice acting is outrageously good, graphics good, gameplay is great, mildly anti-cashgrab which is rare, overall a highly recommended addition to any gaming lineup.",5,164,24,"['voice', 'act', 'outrageously', 'good', 'graphic', 'good', 'gameplay', 'great', 'mildly', 'anti', 'cashgrab', 'rare', 'overall', 'highly', 'recommended', 'addition', 'game', 'lineup']",voice act outrageously good graphic good gameplay great mildly anti cashgrab rare overall highly recommended addition game lineup
The whole 3.0 is insane with the dedication to 3.7 like changing the characters trailer.. Pure dedication making me get close with the character story first then drop a big bomb all of the sudden yesterday morning.. 😭,5,217,38,"['whole', 'insane', 'dedication', 'like', 'change', 'character', 'trailer', 'pure', 'dedication', 'make', 'get', 'close', 'character', 'story', 'first', 'drop', 'big', 'bomb', 'sudden', 'yesterday', 'morning']",whole insane dedication like change character trailer pure dedication make get close character story first drop big bomb sudden yesterday morning
"gonna be so honest this game is starting to piss me off 🥀 no 4* since a whole year ago, characters being more and more meta, hyv RUINING kits and only making characters meta with eliodons (im looking at you cyrene) and some weird pedo allegations???? bro",2,254,47,"['gon', 'na', 'honest', 'start', 'piss', 'no', 'since', 'whole', 'year', 'ago', 'character', 'meta', 'hyv', 'ruin', 'kit', 'make', 'character', 'meta', 'eliodons', 'im', 'look', 'cyrene', 'weird', 'pedo', 'allegation', 'bro']",gon na honest start piss no since whole year ago character meta hyv ruin kit make character meta eliodons im look cyrene weird pedo allegation bro
great game but as a casual f2p catching up with the meta is rlly hard especially if you're a returning player,4,109,21,"['great', 'casual', 'free_to_play', 'catch', 'meta', 'rlly', 'hard', 'especially', 'return']",great casual free_to_play catch meta rlly hard especially return
this game gameplay a bit boring ah,1,34,7,"['gameplay', 'bit', 'boring', 'ah']",gameplay bit boring ah
"I HATE THIS GAME! if you're wondering, this is a game that is praised for having a lot of female and male characters, but the thing is that their female characters receive so much more in terms of kits and trailers while male ones are left picking up the scraps. I love Elysia, but I hate Cyrene. The devs really want to sell her, but don't know how to write her as she barely has any relationships with the Crysos Heirs. Bad character, bad final story, it all feels so insignificant. Will delete.",1,497,93,"['hate', 'wonder', 'praise', 'lot', 'female', 'male', 'character', 'thing', 'female', 'character', 'receive', 'much', 'term', 'kit', 'trailer', 'male', 'one', 'leave', 'pick', 'scrap', 'love', 'elysia', 'hate', 'cyrene', 'devs', 'really', 'want', 'sell', 'not', 'know', 'write', 'barely', 'relationships', 'crysos', 'heir', 'bad', 'character', 'bad', 'final', 'story', 'feel', 'insignificant', 'delete']",hate wonder praise lot female male character thing female character receive much term kit trailer male one leave pick scrap love elysia hate cyrene devs really want sell not know write barely relationships crysos heir bad character bad final story feel insignificant delete
i gave this game a 5 star rating before but after coming back and playing for a few months I am kinda disappointed you need to have the new 5 star characters otherwise you can't complete the end game content and can't get any reward that you need to pull the new characters it's like a cycle that keeps repeating you need to change this cause game is not in a very good spot,1,374,74,"['give', 'rating', 'come', 'back', 'month', 'kinda', 'disappoint', 'need', 'new', 'character', 'otherwise', 'not', 'complete', 'end', 'not', 'get', 'reward', 'need', 'pull', 'new', 'character', 'like', 'cycle', 'keep', 'repeat', 'need', 'change', 'cause', 'not', 'good', 'spot']",give rating come back month kinda disappoint need new character otherwise not complete end not get reward need pull new character like cycle keep repeat need change cause not good spot
"i am not a hi3rd player. i don't care about Elysia. i do, or did, care about Cyrene. i was excited for Cyrene to release but lo and behold its just elysia top to bottom. horrible mismanagement of an anticipated character from gutting her character to the greed of needing her e2 on top of the money hungry banner lineup and top up event. a $300 weapon skin that changes basically nothing. wow",1,392,73,"['not', 'hi', 'rd', 'not', 'care', 'elysia', 'care', 'cyrene', 'excite', 'cyrene', 'release', 'lo', 'behold', 'elysia', 'top', 'bottom', 'horrible', 'mismanagement', 'anticipate', 'character', 'gutting', 'character', 'greed', 'need', 'top', 'money', 'hungry', 'banner', 'lineup', 'top', 'event', 'weapon', 'skin', 'change', 'basically', 'nothing', 'wow']",not hi rd not care elysia care cyrene excite cyrene release lo behold elysia top bottom horrible mismanagement anticipate character gutting character greed need top money hungry banner lineup top event weapon skin change basically nothing wow
"Honestly such a good game, I've been playing for about a year by now I think, the combat isn't exactly dynamic, however I mostly play for the characters and their backstories, and that is anything but missing. Amazingly made characters are definitely not hard to find in HSR, and the designs are even better. For someone like me, who absolutely sucks at fighting, this is definitely a 10/10 game.",5,396,69,"['honestly', 'good', 'year', 'think', 'combat', 'not', 'exactly', 'dynamic', 'however', 'mostly', 'character', 'backstories', 'anything', 'miss', 'amazingly', 'make', 'character', 'definitely', 'not', 'hard', 'find', 'designs', 'even', 'well', 'someone', 'like', 'absolutely', 'suck', 'fight', 'definitely']",honestly good year think combat not exactly dynamic however mostly character backstories anything miss amazingly make character definitely not hard find designs even well someone like absolutely suck fight definitely
I hate this game (jk I love it),5,31,8,"['hate', 'jk', 'love']",hate jk love
"THANK YOU HOYOVERSE! I love Phainon, I love him so so so so much and after knowing what happens in 3.7 just recently. I'm holding on to the hope that Phainon and the other chrysos heirs will stay in the AE, I don't care if I'm delusional. Still, I love this game and I won't get tired of it! I love other characters aside from Phainon. pls pls pls, give us more amphoreus content in the future. THANK YOU!!!!",5,408,79,"['thank', 'love', 'phainon', 'love', 'much', 'know', 'happen', 'recently', 'hold', 'hope', 'phainon', 'chrysos', 'heir', 'stay', 'ae', 'not', 'care', 'delusional', 'still', 'love', 'not', 'get', 'tire', 'love', 'character', 'aside', 'phainon', 'pls', 'pls', 'pls', 'give', 'u', 'amphoreus', 'future', 'thank']",thank love phainon love much know happen recently hold hope phainon chrysos heir stay ae not care delusional still love not get tire love character aside phainon pls pls pls give u amphoreus future thank
Much easier to play on mobile than Genshin Impact,5,49,9,"['much', 'easy', 'mobile', 'genshin', 'impact']",much easy mobile genshin impact
"Disgusting, the fact you need to spend more to even play the end game with at least C2 characters to even 3 star them 🤦",1,119,25,"['disgust', 'fact', 'need', 'spend', 'even', 'end', 'least', 'character', 'even']",disgust fact need spend even end least character even
it's good,5,9,2,['good'],good
Lack of events,4,14,3,"['lack', 'event']",lack event
"Really fun and amazing story, I'm obsessed with this game!!! Easier than Genshin to fight and craft, but still challenging :)",5,125,21,"['really', 'fun', 'amaze', 'story', 'obsess', 'easy', 'genshin', 'fight', 'craft', 'still', 'challenge']",really fun amaze story obsess easy genshin fight craft still challenge
"Honkai Star Rail is one of my favorite games! I love the characters, I enjoy the story, and I can't get enough of the gameplay.",5,127,25,"['one', 'favorite', 'love', 'character', 'enjoy', 'story', 'not', 'get', 'enough', 'gameplay']",one favorite love character enjoy story not get enough gameplay
Worstest game ever Worst Gacha system Always hard pity hard garunteed,1,69,11,"['worst', 'ever', 'bad', 'gacha', 'system', 'always', 'hard', 'pity', 'hard', 'garunteed']",worst ever bad gacha system always hard pity hard garunteed
yeah no. add in a system like capturing radiance from genshin. I've lost 6-7 of my pities STRAIGHT. can't recommend this game especially if I'm a paying player.,1,160,28,"['yeah', 'no', 'add', 'system', 'like', 'capture', 'radiance', 'genshin', 'lose', 'pity', 'straight', 'not', 'recommend', 'especially', 'pay']",yeah no add system like capture radiance genshin lose pity straight not recommend especially pay
"they removed autoplay on trial battles, im done with your games",1,63,11,"['remove', 'autoplay', 'trial', 'battle', 'im', 'do']",remove autoplay trial battle im do
easy and fun game you can search your own team and prefer characters,5,68,13,"['easy', 'fun', 'search', 'team', 'prefer', 'character']",easy fun search team prefer character
The past 5* Characters are no longer usable for the current monster waves and like the new heroes are on par with the mobs but for the past hereos thats supposed to be playable can't catch up. For f2p that only use jades from stories and event and not even sure if we can pull those heroes with just 10 pulls... How are we supposed to catch up to the events like moc and such.,2,376,75,"['past', 'character', 'no', 'longer', 'usable', 'current', 'monster', 'wave', 'like', 'new', 'hero', 'par', 'mob', 'past', 'hereos', 'thats', 'suppose', 'playable', 'not', 'catch', 'free_to_play', 'use', 'jade', 'story', 'event', 'not', 'even', 'sure', 'pull', 'hero', 'pull', 'suppose', 'catch', 'event', 'like', 'moc']",past character no longer usable current monster wave like new hero par mob past hereos thats suppose playable not catch free_to_play use jade story event not even sure pull hero pull suppose catch event like moc
Cyrene is out please come home early pity and i'll rate it 5 stars,1,66,14,"['cyrene', 'please', 'come', 'home', 'early', 'pity', 'rate', 'star']",cyrene please come home early pity rate star
